"filename", "language", "PHP", "comment", "blank", "total"
"/home/torsten/php/src/Util/Container.php", "PHP", 34, 0, 22, 56
"/home/torsten/php/src/Util/Dispatcher.php", "PHP", 42, 3, 28, 73
"/home/torsten/php/src/Util/Router.php", "PHP", 69, 4, 31, 104
"/home/torsten/php/src/Util/Viewer.php", "PHP", 21, 0, 14, 35
"Total", "-", 166, 7, 95, 268
